INSTNM,ZIP,ZIP5,lat,lon
Hacienda La Puente Adult Education,91746-0002,91746,34.0443,-117.9862
La Belle Beauty Academy,33135,33135,25.7664,-80.2317
Advanced Technical Centers,33122,33122,25.8001,-80.281
Hawaii Community College,96720-5096,96720,19.7025,-155.0939
Regency Beauty Institute-Winston-Salem,27103,27103,36.0671,-80.3025
Robert Fiance Beauty Schools-North Plainfield,07060,07060,40.6152,-74.415
Long Island Beauty School-Hauppauge,11788,11788,40.8231,-73.1958
Buckeye Joint Vocational School,44663-9450,44663,40.4845,-81.4358
Sandusky Career Center,44870,44870,41.4349,-82.7063
Greater Altoona Career & Technology Center,16602-3616,16602,40.5052,-78.3905
Northeastern Hospital School of Nursing,19134,19134,39.9925,-75.1133
Central Texas Beauty College-Temple,76504-6948,76504,31.0917,-97.3648
Dance Theatre of Harlem Inc,10031-1896,10031,40.8246,-73.9507
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,14006,14006,42.6366,-79.0497
Empire Beauty School-Brooklyn,11214,11214,40.6016,-73.9968
Houston Training School-Gulfgate,77087,77087,29.6876,-95.3011
Star Career Academy-Philadelphia,19114-2206,19114,40.0634,-74.999
Antonelli College-Hattiesburg,39401,39401,31.3146,-89.3065
Eastern New Mexico University Ruidoso Branch Community College,88345,88345,33.3474,-105.651
Newbridge College-Santa Ana,92705,92705,33.754,-117.7919
Kaplan College-Stockton,95207,95207,38.0024,-121.3238
The Bryman School of Arizona,85029,85029,33.5961,-112.1199
Beacon College,34748,34748,28.808,-81.8858
Acupuncture and Integrative Medicine College-Berkeley,94704,94704,37.8664,-122.257
Estrella Mountain Community College,85392-1000,85392,33.4777,-112.3093
Heartland Community College,61761-9446,61761,40.5124,-88.9883
Georgia Military College - Augusta,30907-2383,30907,33.5229,-82.0852
Georgia Military College - Valdosta,31605-7084,31605,30.946,-83.2474
Georgia Military College - Atlanta,30213-1302,30213,33.5648,-84.5809
Georgia Military College - Robins,31093-0711,31093,32.6368,-83.6395
University of the Potomac-Washington DC Campus,20005,20005,38.9067,-77.0312
Rabbi Jacob Joseph School,08817-4494,08817,40.5171,-74.3973
Sanford-Brown Institute-Ft Lauderdale,33309,33309,26.1817,-80.1746
The Salon Professional Academy-Melbourne,32904,32904,28.0673,-80.678
Fortis Institute-Scranton,18509-2903,18509,41.4274,-75.6465
Milan Institute of Cosmetology,79103,79103,35.1751,-101.7976
Everglades University,33431,33431,26.3799,-80.0975
Audio Recording Technology Institute,32811-7231,32811,28.5163,-81.4516
Seminar L'moros Bais Yaakov,11219,11219,40.6336,-73.996
Herzing University-Orlando,32792,32792,28.5974,-81.3036
Coral Ridge Nurses Assistant Training School Inc,33311,33311,26.1421,-80.1728
Emil Fries Piano Hospital and Training Center,98661-4323,98661,45.6418,-122.6251
Fairview Beauty Academy,44126-2214,44126,41.4429,-81.853
Cortiva Institute,33064,33064,26.2785,-80.1157
National College-Nashville,37211,37211,36.0725,-86.724
GECAC Training Institute,16502,16502,42.1133,-80.0976
College of Biblical Studies-Houston,77036-3211,77036,29.6984,-95.5405
Inner State Beauty School,44124-2406,44124,41.501,-81.4694
Virginia College-Pensacola,32502-4650,32502,30.4095,-87.2229
Mid-EastCTC-Adult Education,43701,43701,39.9274,-82.0041
New York International Beauty School Ltd,10018,10018,40.7547,-73.9925
Everest University-South Orlando,33610-7666,33610,27.9951,-82.4046
Polaris Career Center,44130-3375,44130,41.3826,-81.7964
P&A Scholars Beauty School,48204,48204,42.3661,-83.1422
Rensselaer BOCES-Practical Nursing Program,12180,12180,42.7287,-73.6683
ASM Beauty World Academy,33024,33024,26.0296,-80.2489
The Salter School-Tewksbury Campus,01876,01876,42.6028,-71.2232
Sanford-Brown College-Collinsville,62234-6108,62234,38.6835,-89.9853
School of Hair Design,75503,75503,33.4669,-94.0774
Sharp's Academy of Hairstyling,48439,48439,42.9282,-83.6264
ICC Technical Institute,77004-2930,77004,29.7247,-95.3625
The College of Health Care Professions-Northwest,77092,77092,29.8324,-95.472
School of Professional Horticulture New York Botanical Garden,10458-5126,10458,40.8633,-73.8895
Fortis College,77082,77082,29.7223,-95.6285
Volunteer Beauty Academy-Madison,37115-2122,37115,36.2604,-86.7046
Watkins College of Art Design & Film,37228,37228,36.1901,-86.8053
Chicago ORT Technical Institute,60077,60077,42.0345,-87.7541
Alhambra Beauty College,91801,91801,34.0914,-118.1293
UEI College-Gardena,90247-4201,90247,33.8925,-118.2961
Asian-American International Beauty College,92683,92683,33.7524,-117.9939
Avance Beauty College,92154,92154,32.5753,-117.0707
Career Academy of Beauty,92801,92801,33.8428,-117.9546
Copper Mountain Community College,92252,92252,34.1502,-116.3038
Diversified Vocational College,90017-1604,90017,34.0559,-118.2666
Bristol University,92806-6198,92806,33.8356,-117.8681
Los Angeles Recording School,90028,90028,34.1005,-118.3254
UEI College-Fresno,93726-5398,93726,36.7949,-119.7604
Mt Sierra College,91016,91016,34.144,-118.0014
Wyotech-Long Beach,90810-3800,90810,33.8193,-118.2325
Santiago Canyon College,92869-4512,92869,33.7868,-117.7934
Southern California Institute of Technology,92801-3758,92801,33.8428,-117.9546
Soka University of America,92656-8081,92656,33.5701,-117.7086
Summit College,92408,92408,34.0831,-117.2711
Advance Beauty College,92843,92843,33.7671,-117.929
Career Colleges of America,90280,90280,33.9462,-118.2013
World Mission University,90020,90020,34.0665,-118.3022
Yo San University of Traditional Chinese Medicine,90066,90066,34.003,-118.4298
Cannella School of Hair Design-Blue Island,60406-2130,60406,41.6582,-87.6795
Delta College Inc,70433-8947,70433,30.4876,-90.0959
Colorado Technical University-Sioux Falls,57108-2272,57108,43.4775,-96.7041
Jones College-Miami Campus,33176,33176,25.6574,-80.3627
Southwest University of Visual Arts-Albuquerque,87102,87102,35.0818,-106.6482
Tri-State Cosmetology Institute,79935,79935,31.7718,-106.3303
Widener University-Commonwealth Law School,17110-9450,17110,40.303,-76.8862
New Wave Hair Academy,38128,38128,35.2213,-89.9413
Volunteer Beauty Academy-Nashville,37209-3033,37209,36.1546,-86.8602
Frontier Community College,62837,62837,38.3782,-88.3593
Lincoln Trail College,62454,62454,39.007,-87.7484
Wabash Valley College,62863,62863,38.4147,-87.7911
Brookline College-Tempe,85281,85281,33.4227,-111.9261
Baker College of Auburn Hills,48326,48326,42.6583,-83.2375
Baker College of Clinton Township,48035,48035,42.5512,-82.9167
Inter American University of Puerto Rico-School of Optometry,00957,00957,,
Schiller International University,33602,33602,27.9614,-82.4597
Vatterott College-Springfield,65807,65807,37.1668,-93.3085
Vatterott College-Joplin,64801,64801,37.0969,-94.5051
Vatterott College-Kansas City,64117,64117,39.1651,-94.5256
Coconino Community College,86005-2701,86005,35.1545,-111.6789
Sanford-Brown College-Houston,77042,77042,29.7404,-95.5589
Sanford-Brown Institute-Jacksonville,32256,32256,30.2214,-81.5571
Sanford-Brown College-Dallas,75247-6103,75247,32.8152,-96.8703
Baker College of Cadillac,49601-9600,49601,44.2504,-85.43
Sunbridge College,10977,10977,41.1158,-74.0474
Emma's Beauty Academy-Juana Diaz,00795,00795,,
Brillare Beauty Institute,37312-3862,37312,35.2023,-84.8476
Columbia Central University-Yauco,00698,00698,,
Pima Medical Institute-Denver,80221,80221,39.838,-104.9988
Fortis College-Miami,33144,33144,25.7626,-80.3096
ASA College,11201-9805,11201,40.694,-73.9903
Ohio State School of Cosmetology-Columbus,43207,43207,39.9046,-82.9703
Ohio State School of Cosmetology-Heath,43056,43056,40.0197,-82.3875
Ohio State School of Cosmetology,43302,43302,40.5876,-83.1271
Yeshivas Novominsk,11204-2138,11204,40.6179,-73.9856
Southern Careers Institute-Corpus Christi,78414,78414,27.677,-97.365
Kiamichi Technology Center-Stigler,74462-9601,74462,35.2686,-95.1071
Rabbinical College of Ohr Shimon Yisroel,11211,11211,40.7095,-73.9563
Carroll Community College,21157,21157,39.5642,-76.9807
University of Phoenix-Southern Arizona Campus,85711-4574,85711,32.2127,-110.8829
University of Phoenix-Colorado Campus,80124-5453,80124,39.5517,-104.8863
University of Phoenix-New Mexico,87113-1570,87113,35.1759,-106.6015
University of Phoenix-Bay Area Campus,95134-1805,95134,37.4087,-121.9406
University of Phoenix-Southern California Campus,92626-3099,92626,33.6801,-117.9085
Galen College of Nursing-Tampa Bay,33716,33716,27.8738,-82.64
Galen College of Nursing-San Antonio,78229,78229,29.5042,-98.5697
Southeastern Beauty School-Columbus North Lumpkin,31907,31907,32.4779,-84.898
Southeastern Beauty School-Columbus Midtown,31906,31906,32.4638,-84.9484
Sarasota School of Massage Therapy,34243-6130,34243,27.4072,-82.5303
Westwood College-Dupage,60517,60517,41.7518,-88.0489
Wright Career College,66210-1616,66210,38.9273,-94.7143
Daymar College-Louisville,40219,40219,38.1381,-85.6953
Sanford-Brown College-Hazelwood,63042,63042,38.7809,-90.3669
Gibson Technical Center,65737,65737,36.6907,-93.3447
Schuyler Steuben Chemung Tioga Allegany BOCES,14903,14903,42.1198,-76.8877
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,13815-3554,13815,42.5414,-75.5274
DCI Career Institute,15061,15061,40.6718,-80.2917
Central Susquehanna Intermediate Unit LPN Career,17847,17847,41.0168,-76.8398
Myotherapy Massage College,84107,84107,40.6568,-111.8904
Graham Webb International Academy of Hair,22209-2131,22209,38.8926,-77.0753
City College-Gainesville,32607,32607,29.6456,-82.4033
Philadelphia School of Radiologic Technology,19134-1095,19134,39.9925,-75.1133
Arizona State University-West,85306,85306,33.6239,-112.1776
Cortiva Institute-Westport,06880-4619,06880,41.1434,-73.3496
ITT Technical Institute-Jacksonville,32256,32256,30.2214,-81.5571
G Skin & Beauty Institute,60523,60523,41.8371,-87.9638
Mr John's School of Cosmetology & Nails,61801,61801,40.1095,-88.2036
Cosmetology Training Center,70503,70503,30.1843,-92.0497
Stage One-The Hair School,70605,70605,30.1693,-93.2218
Empire Beauty School-Malden,02148,02148,42.4291,-71.0605
Minnesota School of Business-Brooklyn Center,55430,55430,45.0639,-93.3022
ITT Technical Institute-Omaha,68114,68114,41.2656,-96.0493
Omaha School of Massage and Healthcare of Herzing University,68127,68127,41.2074,-96.0612
Stephanie Moss Academy,68127-3622,68127,41.2074,-96.0612
Esthetics Institute at Concord Academy,03301-4809,03301,43.2185,-71.5277
Capri Institute of Hair Design-Brick,08723,08723,40.0389,-74.1109
Capri Institute of Hair Design-Kenilworth,07033,07033,40.6759,-74.2944
Capri Institute of Hair Design-Paramus,07652,07652,40.9477,-74.0672
Orlo School of Hair Design and Cosmetology,12206,12206,42.6683,-73.7744
Delaware Area Career Center,43015-8969,43015,40.2932,-83.0723
Eastland-Fairfield Career and Technical Schools,43125-9236,43125,39.8581,-82.8872
Empire Beauty School-Cincinnati,45239,45239,39.2045,-84.5799
Mahoning County Career and Technical Center,44406-9710,44406,41.0293,-80.7564
Ohio Hi Point Joint Vocational School District,43311-9594,43311,40.3605,-83.7571
Pickaway Ross Joint Vocational School District,45601-1038,45601,39.338,-82.9895
Pioneer Career and Technology Center,44875,44875,40.8784,-82.6549
Raphael's School of Beauty Culture Inc-Boardman,44512,44512,41.0252,-80.6687
Scioto County Career Technical Center,45648-0766,45648,38.8938,-82.994
Trumbull Career & Technical Center,44483,44483,41.2639,-80.8164
Northwest Technology Center-Fairview,73737,73737,36.2871,-98.604
Lake Erie College of Osteopathic Medicine,16509-1025,16509,42.0763,-80.0668
Northampton County Area Community College-Monroe,18372,18372,41.0472,-75.3244
Southern Methodist College,29115-7367,29115,33.5025,-80.8593
UCAS University of Cosmetology Arts & Sciences-Harlingen,78550-5034,78550,26.1951,-97.689
KaiStar,98003,98003,47.3203,-122.3117
Empire Beauty School-Appleton,54914-4644,54914,44.271,-88.4326
Empire Beauty School-Green Bay,54304-4838,54304,44.4975,-88.0324
Beckley Beauty Academy,25801,25801,37.7932,-81.2061
Warren County Career Center,45036-1099,45036,39.4293,-84.1735
Brown Mackie College-Fort Wayne,46805,46805,41.0977,-85.1189
B Street Design School of Internationl Hair Styling-Wichita,67207,67207,37.671,-97.2179
Paul Mitchell the School-Wichita,67226-0000,67226,37.7379,-97.2479
Pinnacle Institute of Cosmetology,28115,28115,35.5774,-80.8226
Career Training Academy-Monroeville,15146,15146,40.429,-79.7623
Southern Careers Institute-Pharr,78577,78577,26.1771,-98.187
Texas State Technical College-Marshall,75672,75672,32.5165,-94.3251
Aurora St. Luke's Medical Center-School of Radiologic Technology,53207,53207,42.9751,-87.8947
Florida National University-Main Campus,33012,33012,25.8654,-80.3059
Georgia Institute of Cosmetology,30606-3152,30606,33.9461,-83.418
Nouvelle Institute,33125,33125,25.7825,-80.2341
ITT Technical Institute-Fort Lauderdale,33328,33328,26.0671,-80.2723
Franklin Technology Center Adult Education,64801,64801,37.0969,-94.5051
Carson City Beauty Academy,89701-7565,89701,39.1507,-119.7459
Professional Technical Institution,00959,00959,,
Academy of Cosmetology,29418-5607,29418,32.8929,-80.0458
International City Beauty College,31093-3631,31093,32.6368,-83.6395
Erikson Institute,60654-4510,60654,41.8923,-87.6373
Star Technical Institute-Upper Darby,19082,19082,39.9579,-75.2681
South Texas College,78501,78501,26.2154,-98.2359
Pima Medical Institute-Mesa,85202,85202,33.3851,-111.8724
Lincoln College of New England-Suffield,06078,06078,41.99,-72.642
Lorain County Joint Vocational School District,44074,44074,41.2899,-82.2229
Roger Williams University School of Law,02809-5171,02809,41.6825,-71.2676
Everest Institute-Kendall,33186,33186,25.6694,-80.4085
California State University-Monterey Bay,93955-8001,93955,36.6217,-121.7935
Sanford-Brown College-St Peters,63376,63376,38.7802,-90.6228
Colorado Technical University-Kansas City,64116,64116,39.1479,-94.568
Heald College-Salinas,93906,93906,36.7103,-121.6438
Heritage College-Oklahoma City,73149,73149,35.395,-97.4972
Ann Arbor Institute of Massage Therapy,48103,48103,42.2794,-83.784
Brown Mackie College-Atlanta,30319,30319,33.8687,-84.3351
Bryant & Stratton College-Henrietta,14623,14623,43.0834,-77.6344
Argosy University-The Art Institute of California-Hollywood,91601,91601,34.1687,-118.3713
Sage College,92557-6720,92557,33.9553,-117.2457
Anthem College-Denver,80011,80011,39.7378,-104.8152
Lincoln Technical Institute-Hartford,06105,06105,41.7691,-72.701
Ohio Media School-Valley View,44125-4220,44125,41.4335,-81.6323
EINE Inc,01876,01876,42.6028,-71.2232
Laurus Technical Institute,30030,30030,33.7699,-84.295
Illinois School of Health Careers-Chicago Campus,60603,60603,41.8798,-87.6285
Marian Health Careers Center-Los Angeles Campus,90010,90010,34.0606,-118.3027
Cleveland Clinic Health System-School of Diagnostic Imaging,44119,44119,41.5882,-81.5468
National Institute of Massotherapy,44319-2100,44319,40.9791,-81.5347
Academy for Nursing and Health Occupations,33417,33417,26.7197,-80.1248
Shawsheen Valley School of Practical Nursing,01821-5499,01821,42.5519,-71.2518
Shear Ego International School of Hair Design,14617,14617,43.2203,-77.5994
Remington College-Memphis Campus,38132,38132,35.072,-89.9886
Fayette Institute of Technology,25901,25901,37.9723,-81.1487
American Broadcasting School-Tulsa,74133,74133,36.0467,-95.8841
Professional Beauty School,98902,98902,46.5934,-120.5311
Capella University,55402-3389,55402,44.9762,-93.2759
College of Menominee Nation,54135-1179,54135,44.9146,-88.6357
Leech Lake Tribal College,56633,56633,47.3516,-94.6119
Anthem College-Sacramento,95827,95827,38.5662,-121.3286
Southwest Acupuncture College-Albuquerque,87109,87109,35.1506,-106.569
Spartan College of Aeronautics & Technology,90301-2904,90301,33.955,-118.3556
Cascade College,97216-1515,97216,45.5137,-122.5569
Stone Academy-Waterbury,06705,06705,41.5503,-72.9963
East San Gabriel Valley Regional Occupational Program,91790,91790,34.0673,-117.9366
Yukon Beauty College Inc,73099,73099,35.4977,-97.7323
ITT Technical Institute-Little Rock,72211,72211,34.7413,-92.4222
ITT Technical Institute-Oxnard,93036,93036,34.2351,-119.182
ITT Technical Institute-Louisville,40216,40216,38.1865,-85.8335
ITT Technical Institute-Greenville,29615,29615,34.8661,-82.3198
ITT Technical Institute-Cordova,38016,38016,35.1602,-89.7816
Cairn University-Wisconsin Wilderness,54821,54821,46.2172,-91.2244
Toni & Guy Hairdressing Academy-Atlanta,30062,30062,34.0025,-84.4633
Mitchells Academy,27606,27606,35.7645,-78.7112
Everest College-Fife,98424,98424,47.2325,-122.3594
Salon Academy,49036,49036,41.9255,-85.0057
Artistic Academy of Hair Design,07950,07950,40.8445,-74.4824
Motoring Technical Training Institute,02771,02771,41.8378,-71.3224
Baker College of Jackson,49202-1290,49202,42.2634,-84.4083
Phagans Newport Academy of Cosmetology Careers,97365,97365,44.6487,-124.0509
Mech-Tech College,00725-0000,00725,,
Baldwin Beauty School-North Austin,78757-7068,78757,30.3437,-97.7316
ITT Technical Institute-Everett,98203,98203,47.9419,-122.2218
Jean Madeline Aveda Institute,19147,19147,39.9362,-75.1563
Stillwater Beauty Academy,74075,74075,36.1396,-97.063
ITT Technical Institute-Bessemer,35022,35022,33.3224,-86.9657
ITT Technical Institute-Orland Park,60467,60467,41.6018,-87.8899
Pacific College of Health and Science,10038,10038,40.7101,-74.0013
Baker College Center for Graduate Studies,48507,48507,42.9821,-83.734
Johnson & Wales University-North Miami,33181,33181,25.8965,-80.157
ITT Technical Institute-Pittsburgh,15205,15205,40.4322,-80.1021
Harrison College-Indianapolis East,46239,46239,39.7265,-86.0005
Trine University-Regional/Non-Traditional Campuses,46703,46703,41.6563,-85.0198
Pennsylvania Highlands Community College,15904-2949,15904,40.285,-78.8654
Nevada Career Institute,89130,89130,36.2471,-115.221
Phillips Theological Seminary,74116-5612,74116,36.175,-95.8477
Empire Beauty School-Hanover,17331,17331,39.7943,-76.9812
Industrial Management Training Institute,06706,06706,41.5363,-73.0306
Faris Technical Institute Inc,77627-3829,77627,29.9716,-94.0012
Four-D College,92324,92324,34.0315,-117.2874
Allen School-Jamaica,11432,11432,40.7119,-73.7944
Premiere Career College,91706-3746,91706,34.0964,-117.9682
Tennessee Academy of Cosmetology-Stage Road,38133,38133,35.2054,-89.8036
The University of Texas MD Anderson Cancer Center,77030-4009,77030,29.7041,-95.401
University of Phoenix-Las Vegas Campus,89135-3047,89135,36.1378,-115.3261
Carousel Beauty College-Springfield,45504,45504,39.9408,-83.8343
Carousel Beauty College-Kettering,45420,45420,39.7171,-84.1342
Estes Institute of Cosmetology Arts and Science,93291,93291,36.3551,-119.301
Baldwin Park Adult & Community Education,91706-4221,91706,34.0964,-117.9682
Ventura Adult and Continuing Education,93003-0000,93003,34.2846,-119.2222
Marinello Schools of Beauty-Sacramento,95841,95841,38.6627,-121.3406
E C Goodwin Technical High School,06053,06053,41.6867,-72.7908
J M Wright Regional Vocational Technical School,06904,06904,41.0534,-73.5387
Albert I Prince Technical High School,06106,06106,41.7498,-72.6947
Bullard-Havens Technical High School,06610,06610,41.2005,-73.1688
H C Wilcox Regional Vocational Technical High Sch,06451,06451,41.5401,-72.8189
Henry Abbott Technical High School,06811,06811,41.424,-73.4716
Harvard H Ellis Regional Vocational Technical Sch,06239,06239,41.7982,-71.8807
Ella T Grasso Southeastern Vocational Techn School,06340,06340,41.3572,-72.0579
CT Aerotech,06114,06114,41.7403,-72.6807
W F Kaynor Technical High School,06708,06708,41.5511,-73.0645
Emmett O'Brien Regional Vocational Technical Sch,06401,06401,41.3427,-73.0742
Stratford School for Aviation Maintenance Technicians,06615,06615,41.177,-73.1336
College of Business and Technology-Miami Campus,33174,33174,25.7628,-80.3611
City College-Altamonte Springs,32714,32714,28.6625,-81.4117
Augusta Area Dietetic Internship-University Hospital,30901-2629,30901,33.4601,-81.973
Empire Beauty School-Dunwoody,30338,30338,33.9669,-84.3249
Michael's School of Beauty,30909,30909,33.4717,-82.0834
Cobb Beauty College Inc,30144-2828,30144,34.0287,-84.6047
Career Center of Southern Illinois,62278,62278,38.1907,-89.9884
Crave Beauty Academy,67203,67203,37.7048,-97.3638
Camelot College,70805,70805,30.486,-91.1481
Gretna College School of Allied Health,70053,70053,29.9108,-90.0531
Mr Bernard's School of Hair Fashion Inc,04240,04240,44.0985,-70.1916
Kirksville Area Technical Center,63501,63501,40.1908,-92.5856
Saline County Career Center,65340-1698,65340,39.1614,-93.2444
Warrensburg Area Career Center,64093,64093,38.7667,-93.7273
Nevada Regional Technical Center,64772,64772,37.8409,-94.3571
Cass Career Center,64701-2024,64701,38.6419,-94.3285
Applied Technology Services,63127,63127,38.5355,-90.407
Central College of Cosmetology,65584,65584,37.8283,-92.131
Southeast Missouri Hospital College of Nursing and Health Sciences,63703-4507,63703,37.3059,-89.5181
Messenger College,76021,76021,32.8536,-97.1358
Tennessee Academy of Cosmetology-Shelby Drive,38125,38125,35.0312,-89.8124
Durham Beauty Academy,27707,27707,35.9631,-78.9315
Somerset County Technology Institute,08807-0350,08807,40.5904,-74.6267
Union County Vocational Technical School,07076,07076,40.6379,-74.3682
Prism Career Institute-Philadelphia,19152,19152,40.0606,-75.0471
Clinton Essex Warren Washington BOCES,12901-0455,12901,44.6927,-73.466
Jefferson Lewis BOCES-Practical Nursing Program,13601-9509,13601,43.9743,-75.9122
Rochester General Hospital Clinical Laboratory Technology Program,14621,14621,43.1834,-77.6043
Veeb Nassau County School of Practical Nursing,11801-4302,11801,40.7623,-73.523
Syracuse City Schools Practical Nursing Program,13202,13202,43.041,-76.1489
Cattaraugus Allegany BOCES-Practical Nursing Program,14760,14760,42.0821,-78.426
Orange Ulster BOCES-Practical Nursing Program,12550,12550,41.5372,-74.0526
Wayne Finger Lakes BOCES-Practical Nursing Program,14513-1863,14513,43.0519,-77.0946
Broome Delaware Tioga BOCES-Practical Nursing Program,13760,13760,42.1506,-76.0551
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,12839,12839,43.3149,-73.5746
Albany BOCES-Adult Practical Nursing Program,12205,12205,42.7198,-73.8207
Ulster BOCES-School of Practical Nursing,12466,12466,41.8948,-73.9767
Eastern Suffolk BOCES,11782,11782,40.7459,-73.0859
St. Lawrence Lewis County BOCES-Practical Nursing Program,13617,13617,44.5924,-75.1628
Rockland County BOCES-Practical Nursing Program,10994,10994,41.0973,-73.9768
New York College of Health Professions,11791-4413,11791,40.8146,-73.5024
Career Institute of Health and Technology,11530,11530,40.7245,-73.6487
Charles Stuart School of Diamond Setting,11229,11229,40.6011,-73.9475
Penta County Joint Vocational School,43551-4594,43551,41.5429,-83.5927
Career and Technology Education Centers of Licking County,43055-3399,43055,40.0724,-82.4046
Northern Career Institute,44094,44094,41.6302,-81.4076
Washington County Career Center-Adult Technical Training,45750,45750,39.4281,-81.4644
Ohio Media School-Cincinnati,45212,45212,39.1642,-84.4522
Vantage Career Center,45891,45891,40.8689,-84.5904
Tri County Technology Center,74006-6029,74006,36.7366,-95.9251
Indian Capital Technology Center-Muskogee,74403-1889,74403,35.7411,-95.3449
Western Technology Center,73624-1469,73624,35.3492,-99.188
Mid-America Technology Center,73095-0210,73095,34.9154,-97.329
Northeast Technology Center-Pryor,74361,74361,36.2921,-95.3129
Eastern Oklahoma County Technology Center,73020-9017,73020,35.4718,-97.2726
Wes Watkins Technology Center,74883-6155,74883,35.2396,-96.2421
Technical Institute of Cosmetology Arts and Sciences,74120-3610,74120,36.1442,-95.9734
York County School of Technology-Adult & Continuing Education,17402-4696,17402,39.959,-76.6592
University of Pittsburgh Medical Center-Health System,15213-2582,15213,40.444,-79.9552
Chester County Intermediate Unit,19335,19335,40.0161,-75.7183
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,15851,15851,41.097,-78.8886
Greater Johnstown Career and Technology Center,15904-2998,15904,40.285,-78.8654
UPMC Presbyterian Shadyside Dietetic Internship,15232,15232,40.4525,-79.9319
Mifflin County Academy of Science and Technology,17044-1697,17044,40.5994,-77.5756
Hanover Public School District Practical Nursing Program,17331,17331,39.7943,-76.9812
Lenape Technical School Practical Nursing Program,16226,16226,40.7384,-79.5122
Venango County Area Vocational Technical School,16301,16301,41.4319,-79.6916
Lancaster County Career and Technology Center,17584,17584,39.967,-76.2752
Lebanon County Area Vocational Technical School,17042,17042,40.3316,-76.3976
Indiana County Technology Center,15701-1465,15701,40.6196,-79.1596
Northern Tier Career Center,18848-9731,18848,41.7638,-76.4645
Clarion County Career Center Practical Nursing Program,16254-8975,16254,41.2475,-79.4332
Hazleton Area Career Center,18202,18202,40.9506,-76.0487
All-State Career School-Pittsburgh,15122,15122,40.3634,-79.8664
Carlos F Daniels Area Vocational School,00982,00982,,
Serbias Technical College,00784,00784,,
Maison D'Esthetique Academy,00907,00907,,
Colegio Tecnologico y Comercial de Puerto Rico,00602-0960,00602,,
Quality Technical and Beauty College,00961,00961,,
D'Mart Institute,00794,00794,,
Automeca Technical College-Aguadilla,00605,00605,,
Puerto Rico Barber College,00738,00738,,
Fortis Institute-Cookeville,38501-4305,38501,36.2178,-85.5423
North Central Institute,37042,37042,36.5853,-87.4186
Velma B's Beauty Academy,75216,75216,32.7086,-96.7955
Stephenville Beauty College,76401,76401,32.2214,-98.2224
Pipo Academy of Hair Design,79903,79903,31.7862,-106.4406
Tint School of Makeup and Cosmetology-Dallas,75051,75051,32.7115,-97.0069
ACT College,22209-2297,22209,38.8926,-77.0753
United Technical Center,26301-6313,26301,39.2874,-80.3419
Charles H McCann Technical School,01247-3999,01247,42.6955,-73.08
Ailano School of Cosmetology,02301-5734,02301,42.0794,-71.04
Carsten Institute of Cosmetology,85018,85018,33.4958,-111.9883
Central California School of Continuing Education,93401,93401,35.2635,-120.6509
HCA Florida Mercy Hospital School of Practical Nursing,33133,33133,25.7378,-80.2248
Marion Technical College,34471-3172,34471,29.1605,-82.1288
Rivertown School of Beauty Barber Skin Care and Nails,31909,31909,32.5369,-84.9274
Atlanta Institute of Music and Media,30096,30096,33.9845,-84.1529
Illinois Media School,60631,60631,41.9951,-87.8082
Marion Community Schools-Tucker Career & Technology Center,46952,46952,40.5743,-85.6741
St Louis Hair Academy,63107-1737,63107,38.6645,-90.2125
New Dimensions School of Hair Design,64801-5017,64801,37.0969,-94.5051
Adirondack Beauty School,12801-0000,12801,43.3115,-73.6448
Jna Institute of Culinary Arts,19146,19146,39.9379,-75.1794
Cortiva Institute-Seattle,98109,98109,47.6339,-122.3476
Putnam Career and Technical Center,25070-0640,25070,38.5436,-81.9414
Mountaineer Beauty College,25177,25177,38.3774,-81.8305
Argosy University-Northern Virginia,22209,22209,38.8926,-77.0753
Crawford County Career and Technical Center Practical Nursing Program,16335,16335,41.6338,-80.1488
University of Phoenix-Sacramento Valley Campus,95833-4334,95833,38.6157,-121.5053
Baker College Corporate Services,48035,48035,42.5512,-82.9167
Texas College of Cosmetology-San Angelo,76904,76904,31.4194,-100.48
Beauty Schools of America-Hialeah,33012,33012,25.8654,-80.3059
Newbridge College-Monterey Park,91754,91754,34.0534,-118.1271
Automeca Technical College-Bayamon,00961,00961,,
Automeca Technical College-Caguas,00725,00725,,
Automeca Technical College-Ponce,00731,00731,,
Everest University-Melbourne,32935,32935,28.1384,-80.6524
Centura College-Chesapeake,23320,23320,36.7352,-76.2384
University of Phoenix-Hawaii,96707-2082,96707,21.3453,-158.087
Cortiva Institute-Miami,33126,33126,25.7763,-80.2919
Prism Career Institute-Cherry Hill,08002,08002,39.9308,-75.0175
American National College,77069-4611,77069,29.9863,-95.5208
Francois D College of Hair Skin and Nails,84129,84129,40.6531,-111.9674
Sonoran University of Health Sciences,85282,85282,33.3917,-111.9249
Escuela de Peritos Electricistas de Isabela Inc,00662,00662,,
Virginia College-Birmingham,35209,35209,33.4653,-86.8082
Virginia College-Huntsville,35801,35801,34.7269,-86.5673
Yeshiva D'monsey Rabbinical College,10952,10952,41.1163,-74.0736
Lincoln Technical Institute-Mahwah,07430,07430,41.0817,-74.1861
The College of Saints John Fisher & Thomas More,76109,76109,32.7002,-97.3789
